Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Diego Suárez de Borondes de Iuso;Diego Suárez de Borondes de Iuso (P693 in AMSPO FSV);AMSPO-P693;Q16;AMSPO-P693;;;;;;;Diego (given name);Suárez de Borondes de Iuso (family name);;D89P143|D88P143;D89-Borondes|D88-Borondes;;D88P600|D89P600;;;;;;;;;;;;;;;;;;D88|D89;;;;;;;;;;;;;;;
Juan Pérez de Borondes;Juan Pérez de Borondes (P551 in AMSPO FSV);AMSPO-P551;Q16;AMSPO-P551;;;;;;;Juan (given name);Pérez de Borondes (family name);;;;;D22PB1;;;;;;;;;;;;;;;;;;D71|D14|D26|D9|D45|D31|D33|D22;;;;;;;;;;;;;;;
Álvaro Rodríguez;Álvaro Rodríguez (P616 in AMSPO FSV);AMSPO-P616;Q16;AMSPO-P616;;;;;;;Álvaro (given name);Rodríguez (family name);;;;;;D1-Notario público del rey en Avilés;;;;;;;;;;;;;;;;;D1;;;;;;;;;;;;;;;
Juan Pérez;Juan Pérez (P547 in AMSPO FSV);AMSPO-P547;Q16;AMSPO-P547;;;;;;;Juan (given name);Pérez (family name);;;;;;;;;;;D103-Juan Saco;;;;;;;;;;;;D103;;;;;;;;;;;;;;;
Elvira Gutiérrez;Elvira Gutiérrez (P328 in AMSPO FSV);AMSPO-P328;Q16;AMSPO-P328;;;;;;;Elvira (given name);Gutiérrez (family name);;;D19-Anduerga;;D19P35;;D19P721;;;;;;;;;;;;;;;;D19;;;;;;;;;;;;;;;
María Pérez;María Pérez (P563 in AMSPO FSV);AMSPO-P563;Q16;AMSPO-P563;;;;;;;María (given name);Pérez (family name);;;D57-Borondes|D75-Borondes|D59-Borondes;;D73P538|D59P538|D57P538|D74P538;;;D75P224|D57P224|D59P224;;;;;;;;D74P394;D74P455;;;;;;D74|D59|D57|D73|D75;;;;;;;;;;;;;;;
Álvaro Sánchez;Álvaro Sánchez (P666 in AMSPO FSV);AMSPO-P666;Q16;AMSPO-P666;;;;;;;Álvaro (given name);Sánchez (family name);;;;;;;;;;;;;;;;;;;;;;;D70|D44|D28|D11|D115|D45|D31|D33|D5;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P469 in AMSPO FSV);AMSPO-P469;Q16;AMSPO-P469;;;;;;;Alfonso (given name);Pérez (family name);D53-Escribano|D54-Escribano|D25-Escribano;;;;;;;;;;;;;;;;;;;;;;D53|D25|D54;;;;;;;;;;;;;;;
Alfonso Nicolás;Alfonso Nicolás (P429 in AMSPO FSV);AMSPO-P429;Q16;AMSPO-P429;;;;;;;Alfonso (given name);Nicolás (family name);D11-Peletero;;;;;;;D11P432;;;;;;;;;;;;;;;D11;;;;;;;;;;;;;;;
Rodrigo Fernández;Rodrigo Fernández (P248 in AMSPO FSV);AMSPO-P248;Q16;AMSPO-P248;;;;;;;Rodrigo (given name);Fernández (family name);;;D66-Feligresía_de_San_Miguel_de_Báscones;;D66P269;;D66P423;;;;;;;;;;;;;;;;D66|D64;;;;;;;;;;;;;;;
Nicolas Pérez;Nicolas Pérez (D11PB1 in AMSPO FSV);AMSPO-D11PB1;Q16;AMSPO-D11PB1;;;;;;;Nicolas (given name);Pérez (family name);D11-Peletero;;;D11P432;;;;;;;;;;;;;;;;;;;D11;;;;;;;;;;;;;;;
Juan Alfonso;Juan Alfonso (P53 in AMSPO FSV);AMSPO-P53;Q16;AMSPO-P53;;;;;;;Juan (given name);Alfonso (family name);;;;;;D103-Notario público del rey en Oviedo|D127-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D127|D103;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (P584 in AMSPO FSV);AMSPO-P584;Q16;AMSPO-P584;;;;;;;Pedro (given name);Pérez (family name);;D27PB1;D27-Borondes;;D27P362;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Juan Álvarez;Juan Álvarez (P99 in AMSPO FSV);AMSPO-P99;Q16;AMSPO-P99;;;;;;;Juan (given name);Álvarez (family name);D48-Mercader;;;;;;;;;;;;;;;;;;;;;;D48;;;;;;;;;;;;;;;
García Pérez;García Pérez (P527 in AMSPO FSV);AMSPO-P527;Q16;AMSPO-P527;;;;;;;García (given name);Pérez (family name);;;D51-Borondes_Abajo|D71-Borondes_Abajo;;D51PB1|D71PB1;;;;;;;;;;;;;;;;;;D71|D51;;;;;;;;;;;;;;;
Gutier Pérez de Vallongo;Gutier Pérez de Vallongo (P535 in AMSPO FSV);AMSPO-P535;Q16;AMSPO-P535;;;;;;;Gutier (given name);Pérez de Vallongo (family name);;;;;;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;;
María Pérez;María Pérez (P559 in AMSPO FSV);AMSPO-P559;Q16;AMSPO-P559;;;;;;;María (given name);Pérez (family name);;D40P663|D26P663;;D26P729|D40P729|D72P729;;;;;;;;;;;;;;;;;;;D72|D26|D40;;;;;;;;;;;;;;;
Juan Pérez Gaço;Juan Pérez Gaço (P548 in AMSPO FSV);AMSPO-P548;Q16;AMSPO-P548;;;;;;;Juan (given name);Pérez Gaço (family name);D41-Mercader;;D41-Grado;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Bartolomé Alfonso;Bartolomé Alfonso (P5 in AMSPO FSV);AMSPO-P5;Q16;AMSPO-P5;;;;;;;Bartolomé (given name);Alfonso (family name);;;;;D127P154|D128P154;;D128P103;D126P645|D128P21|D127P645|D126P21|D128P645|D127P21;;;;;;;;;;;;;;;D128|D127|D126;;;;;;;;;;;;;;;
Sancha Suárez;Sancha Suárez (P731 in AMSPO FSV);AMSPO-P731;Q16;AMSPO-P731;;;;;;;Sancha (given name);Suárez (family name);;D60P13;;;;;;;;;;;;;;;;;;;;;D60;;;;;;;;;;;;;;;
Pedro González;Pedro González (P314 in AMSPO FSV);AMSPO-P314;Q16;AMSPO-P314;;;;;;;Pedro (given name);González (family name);;D14P658;D14-Borondes;;;;;;;;;;;;;;;;;;;;D14;;;;;;;;;;;;;;;
García Fernández;García Fernández (P186 in AMSPO FSV);AMSPO-P186;Q16;AMSPO-P186;;;;;;;García (given name);Fernández (family name);;;;;D46PB1|D80PB1;;;;;;;;;;;;;;;;;;D80|D46;;;;;;;;;;;;;;;
Diego Martínez;Diego Martínez (P377 in AMSPO FSV);AMSPO-P377;Q16;AMSPO-P377;;;;;;;Diego (given name);Martínez (family name);D45-Escribano|D84-Escribano;;;;;;;;;;;;;;;;;;;;;;D45|D84;;;;;;;;;;;;;;;
Suer Ordoñez;Suer Ordoñez (P441 in AMSPO FSV);AMSPO-P441;Q16;AMSPO-P441;;;;;;;Suer (given name);Ordoñez (family name);;;;;;;;;;;;;;;;;;;;;;;D105;;;;;;;;;;;;;;;
Fernando Alfonso;Fernando Alfonso (P26 in AMSPO FSV);AMSPO-P26;Q16;AMSPO-P26;;;;;;;Fernando (given name);Alfonso (family name);D72-Andador|D65-Andador;;;;;;;;;;;;;;;;;;;;;;D72|D65;;;;;;;;;;;;;;;
Alfonso;Alfonso (P1 in AMSPO FSV);AMSPO-P1;Q16;AMSPO-P1;;;;;;;Alfonso (given name);;;;;;;D6-Rey de Castilla y León|D20-Rey de Castilla y León|D1-Rey de Castilla y León|D9-Rey de Castilla y León|D24-Rey de Castilla y León|D16-Rey de Castilla y León;;;;;;;;;;;;;;;XI;;D20|D16|D1|D9|D6|D24;;;;;;;;;;;;;;;
Nicolás Martínez de Villamnat;Nicolás Martínez de Villamnat (P391 in AMSPO FSV);AMSPO-P391;Q16;AMSPO-P391;;;;;;;Nicolás (given name);Martínez de Villamnat (family name);;;;;;;;;;;;;;;;;;;;;;;D33|D34;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P468 in AMSPO FSV);AMSPO-P468;Q16;AMSPO-P468;;;;;;;Alfonso (given name);Pérez (family name);D53-Mercader;D53PB1;;;;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Mayor Fernández;Mayor Fernández (P224 in AMSPO FSV);AMSPO-P224;Q16;AMSPO-P224;;;;;;;Mayor (given name);Fernández (family name);;;D76-Borondes|D78-Borondes|D57-Borondes|D77-Borondes|D90-Borondes|D59-Borondes;D94P582;D76P538|D78P538|D59P538|D73P538|D90P538|D77P538|D57P538|D74P538;;;D59P563|D75P563|D57P563;;;;;;;;D74P394;D74P455;;;;;;D59|D74|D94|D76|D57|D77|D90|D73|D75|D78;;;;;;;;;;;;;;;
Teresa Díaz;Teresa Díaz (P142 in AMSPO FSV);AMSPO-P142;Q16;AMSPO-P142;;;;;;;Teresa (given name);Díaz (family name);;D102P268|D105P268|D93P268;;D102P157|D105P83|D93P157;;;;;;;;;;;;;;;;;;;D102|D105|D93;;;;;;;;;;;;;;;
Juan Fernández;Juan Fernández (P204 in AMSPO FSV);AMSPO-P204;Q16;AMSPO-P204;;;;;;;Juan (given name);Fernández (family name);D117-Criado;;;;;;;;D117PB1;;;;;;;;;;;;;;D117;;;;;;;;;;;;;;;
Pedro Nieto de la Pobla;Pedro Nieto de la Pobla (P437 in AMSPO FSV);AMSPO-P437;Q16;AMSPO-P437;;;;;;;Pedro (given name);Nieto de la Pobla (family name);;;;;;;;;;;;;;;;;;;;;;;D91|D85|D77|D66|D88;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (P583 in AMSPO FSV);AMSPO-P583;Q16;AMSPO-P583;;;;;;;Pedro (given name);Pérez (family name);;;D117-Báscones|D110-Báscones;;D99P518|D110P518|D117P518;;D117P423|D99P423|D110P423;D117P720;;;;;;;;;;;;;;;D117|D110|D99;;;;;;;;;;;;;;;
Luis Álvarez;Luis Álvarez (P102 in AMSPO FSV);AMSPO-P102;Q16;AMSPO-P102;;;;;;;Luis (given name);Álvarez (family name);D123-Clérigo|D124-Clérigo;;;;D124P4;;D124P699;;;;;;;;;;;;;;;;D123|D124;;;;;;;;;;;;;;;
Alfonso Rodríguez de Premoño;Alfonso Rodríguez de Premoño (P614 in AMSPO FSV);AMSPO-P614;Q16;AMSPO-P614;;;;;;;Alfonso (given name);Rodríguez de Premoño (family name);;;;;;;;;;;;;;;;;;;;;;;D83;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P73 in AMSPO FSV);AMSPO-P73;Q16;AMSPO-P73;;;;;;;Pedro (given name);Alfonso (family name);D92-Escribano|D93-Escribano|D90-Escribano|D91-Escribano;;;;;;;;;;;;;;;;;;;;;;D91|D92|D93|D90;;;;;;;;;;;;;;;
Suer Díaz;Suer Díaz (P144 in AMSPO FSV);AMSPO-P144;Q16;AMSPO-P144;;;;;;;Suer (given name);Díaz (family name);;;;;D119P93;;D119P718;;;;;;;;;;;;;;;;D119;;;;;;;;;;;;;;;
Diego Suárez;Diego Suárez (P696 in AMSPO FSV);AMSPO-P696;Q16;AMSPO-P696;;;;;;;Diego (given name);Suárez (family name);D9-Escudero|D16-Escudero|D18-Escudero|D7-Escudero|D11-Escudero;D11P659|D18P659|D9P659|D16P659;D18-Feligresía_de_Santiago_de_Arlós|D16-Castañedo|D11-Castañedo|D7-Castañedo|D9-Castañedo;;D16P600|D18P600;;D18P739|D16P739;;;;;;;D7P154|D9P154;;;;;;;;;D16|D18|D11|D7|D9;;;;;;;;;;;;;;;
Juan Fernández;Juan Fernández (P201 in AMSPO FSV);AMSPO-P201;Q16;AMSPO-P201;;;;;;;Juan (given name);Fernández (family name);D62-Notario|D50-Notario|D49-Notario;;;;;D59-Notario público del rey en Oviedo|D8-Notario público del rey en Oviedo|D29-Notario público del rey en Oviedo|D25-Notario público del rey en Oviedo|D58-Notario público del rey en Oviedo|D7-Notario público del rey en Oviedo|D71-Notario público del rey en Oviedo|D12-Notario público del rey en Oviedo|D104-Notario público del rey en Oviedo|D61-Notario público del rey en Oviedo|D63-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D59|D62|D71|D25|D29|D63|D49|D53|D104|D7|D50|D61|D58|D12|D8;;;;;;;;;;;;;;;
Juan Fernández;Juan Fernández (P206 in AMSPO FSV);AMSPO-P206;Q16;AMSPO-P206;;;;;;;Juan (given name);Fernández (family name);D66-Orfebre|D24-Orfebre|D44-Orfebre;;;;;;;;;;;;;;;;;;;;;;D66|D44|D24;;;;;;;;;;;;;;;
María Franca;María Franca (P259 in AMSPO FSV);AMSPO-P259;Q16;AMSPO-P259;;;;;;;María (given name);Franca (family name);;;;;;;;D52P603;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Pelayo Pérez de Viedes;Pelayo Pérez de Viedes (P590 in AMSPO FSV);AMSPO-P590;Q16;AMSPO-P590;;;;;;;Pelayo (given name);Pérez de Viedes (family name);;;;;;;;;;;;;;;;;;;;;;;D86;;;;;;;;;;;;;;;
Aparicio Pérez de la Rua;Aparicio Pérez de la Rua (P498 in AMSPO FSV);AMSPO-P498;Q16;AMSPO-P498;;;;;;;Aparicio (given name);Pérez de la Rua (family name);;;;;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Álvaro Fernández;Álvaro Fernández (P169 in AMSPO FSV);AMSPO-P169;Q16;AMSPO-P169;;;;;;;Álvaro (given name);Fernández (family name);D91-Orfebre;;;;;;;;;;;;;;;;;;;;;;D91;;;;;;;;;;;;;;;
Juan Martínez;Juan Martínez (P386 in AMSPO FSV);AMSPO-P386;Q16;AMSPO-P386;;;;;;;Juan (given name);Martínez (family name);;;;;D39PB1;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Nicolás Pérez;Nicolás Pérez (P573 in AMSPO FSV);AMSPO-P573;Q16;AMSPO-P573;;;;;;;Nicolás (given name);Pérez (family name);D39-Orfebre|D91-Orfebre|D44-Orfebre;;;;;;;;;;;;;;;;;;;;;;D39|D44|D91;;;;;;;;;;;;;;;
Aldonza Suárez;Aldonza Suárez (P678 in AMSPO FSV);AMSPO-P678;Q16;AMSPO-P678;;;;;;;Aldonza (given name);Suárez (family name);;;D13-Santa_Cruz;D4P154|D3P154|D5P154|D13P154|D24P154;D13P600;;D13P739;D4P723|D3P723;;;;;;;;;;;;;;;D13|D3|D5|D24|D4;;;;;;;;;;;;;;;
Bartolomé Alfonso;Bartolomé Alfonso (D21PB1 in AMSPO FSV);AMSPO-D21PB1;Q16;AMSPO-D21PB1;;;;;;;Bartolomé (given name);Alfonso (family name);;;;D21P43;;;;;;;;;;;;;;;;;;;D21;;;;;;;;;;;;;;;
Juan Esteban;Juan Esteban (P149 in AMSPO FSV);AMSPO-P149;Q16;AMSPO-P149;;;;;;;Juan (given name);Esteban (family name);D46-Carnicero;;;;;;;;;;;;;;;;;;;;;;D46;;;;;;;;;;;;;;;
Teresa Fernández;Teresa Fernández (P255 in AMSPO FSV);AMSPO-P255;Q16;AMSPO-P255;;;;;;;Teresa (given name);Fernández (family name);;D116P401|D127P196;D116-Somines;;D116P197;;D116P146;;;;;;;;;;;;;;;;D123|D125|D121|D116|D127;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (P578 in AMSPO FSV);AMSPO-P578;Q16;AMSPO-P578;;;;;;;Pedro (given name);Pérez (family name);;;;;;;;;;;;;;;;;;;;;;;D2;;;;;;;;;;;;;;;
Juan Rodríguez;Juan Rodríguez (P641 in AMSPO FSV);AMSPO-P641;Q16;AMSPO-P641;;;;;;;Juan (given name);Rodríguez (family name);D24-Orfebre|D39-Orfebre|D103-Orfebre;;;;;;;;;;;;;;;;;;;;;;D39|D24|D103;;;;;;;;;;;;;;;
María Suárez;María Suárez (P716 in AMSPO FSV);AMSPO-P716;Q16;AMSPO-P716;;;;;;;María (given name);Suárez (family name);;;D123-Vega_de_Rodrigo_Abril;;D123P600;;D123P288;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Juan Rodríguez;Juan Rodríguez (P644 in AMSPO FSV);AMSPO-P644;Q16;AMSPO-P644;;;;;;;Juan (given name);Rodríguez (family name);;;;;D94P595;;;;;;;;;;;;;;;;;;D94;;;;;;;;;;;;;;;
Martín Juanes de Villarmosén;Martín Juanes de Villarmosén (P358 in AMSPO FSV);AMSPO-P358;Q16;AMSPO-P358;;;;;;;Martín (given name);Juanes de Villarmosén (family name);;;;;;;;;;;;;;;;;;;;;;;D43;;;;;;;;;;;;;;;
Alfonso Suárez Gurrión;Alfonso Suárez Gurrión (P683 in AMSPO FSV);AMSPO-P683;Q16;AMSPO-P683;;;;;;;Alfonso (given name);Suárez Gurrión (family name);;;;;;;;;;;;;;;;;;;;;;;D51;;;;;;;;;;;;;;;
María García de Vega;María García de Vega (P279 in AMSPO FSV);AMSPO-P279;Q16;AMSPO-P279;;;;;;;María (given name);García de Vega (family name);;;;D127P110;;;;;;;;;;;;;;;;;;;D127;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P64 in AMSPO FSV);AMSPO-P64;Q16;AMSPO-P64;;;;;;;Pedro (given name);Alfonso (family name);;;D87-Borondes_Abajo|D30-Borondes|D45-Borondes_Abajo|D31-Borondes|D32-Borondes;;D31P737|D30P737;;D30P216|D31P216;D33P81|D32P81|D31P81|D34P81|D45P81|D87P81;;;;;;;;;;;;;;;D30|D15|D62|D76|D34|D32|D87|D54|D45|D31|D33;;;;;;;;;;;;;;;
Inés García;Inés García (P276 in AMSPO FSV);AMSPO-P276;Q16;AMSPO-P276;;;;;;;Inés (given name);García (family name);;;;;D68P298;;;;;;;;;;;;;;;;;;D14|D67|D82|D68|D83;;;;;;;;;;;;;;;
Juan Martínez;Juan Martínez (P385 in AMSPO FSV);AMSPO-P385;Q16;AMSPO-P385;;;;;;;Juan (given name);Martínez (family name);;;D17-LaRua;;D17PB1;;;;;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
Pedro Juan;Pedro Juan (D65PB3 in AMSPO FSV);AMSPO-D65PB3;Q16;AMSPO-D65PB3;;;;;;;Pedro (given name);Juan (family name);D65-Mercader;;;;;;;;;;;;;;;;;;;;;;D65;;;;;;;;;;;;;;;
Juan Fernández;Juan Fernández (P207 in AMSPO FSV);AMSPO-P207;Q16;AMSPO-P207;;;;;;;Juan (given name);Fernández (family name);D111-Hortelano;;;;;;;;;;;;;;;;;;;;;;D111;;;;;;;;;;;;;;;
Alfonso Tomás;Alfonso Tomás (P732 in AMSPO FSV);AMSPO-P732;Q16;AMSPO-P732;;;;;;;Alfonso (given name);Tomás (family name);D45-Zapatero;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
Diego Fernández;Diego Fernández (P174 in AMSPO FSV);AMSPO-P174;Q16;AMSPO-P174;;;;;;;Diego (given name);Fernández (family name);D1-Escudero;D1P303;D1-Perdones;;;;;;;;;;;;;;;;;;;;D1;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P464 in AMSPO FSV);AMSPO-P464;Q16;AMSPO-P464;;;;;;;Alfonso (given name);Pérez (family name);D46-Carpintero|D46-Criado;;;;;;;;D46PB2;;;;;;;;;;;;;;D46;;;;;;;;;;;;;;;
Menen Pérez;Menen Pérez (P571 in AMSPO FSV);AMSPO-P571;Q16;AMSPO-P571;;;;;;;Menen (given name);Pérez (family name);D76-Caballero;;;D76P420;;;;;;;;;;;;;;;;;;;D76;;;;;;;;;;;;;;;
Urraca Alfonso;Urraca Alfonso (P87 in AMSPO FSV);AMSPO-P87;Q16;AMSPO-P87;;;;;;;Urraca (given name);Alfonso (family name);;;D43-Berció;;D43P486;;D43P281;;;;;;;;;D43P625;D43P92;;;;;;D43;;;;;;;;;;;;;;;
Miguel Fernández;Miguel Fernández (P230 in AMSPO FSV);AMSPO-P230;Q16;AMSPO-P230;;;;;;;Miguel (given name);Fernández (family name);D104-Criado del Chantre;;;;;;;;D104P295;;;;;;;;;;;;;;D104;;;;;;;;;;;;;;;
Juan Juanes;Juan Juanes (P356 in AMSPO FSV);AMSPO-P356;Q16;AMSPO-P356;;;;;;;Juan (given name);Juanes (family name);;;D7-Faro;;;;;;;;;;;;;;;;;;;;D7;;;;;;;;;;;;;;;
Fernán Juanes;Fernán Juanes (P354 in AMSPO FSV);AMSPO-P354;Q16;AMSPO-P354;;;;;;;Fernán (given name);Juanes (family name);D43-Alcalde del rey;;;D43P192;;;;;;;;;;;;;;;;;;;D43;;;;;;;;;;;;;;;
Martín Sánchez;Martín Sánchez (P671 in AMSPO FSV);AMSPO-P671;Q16;AMSPO-P671;;;;;;;Martín (given name);Sánchez (family name);D1-Calderero;;;;;;;;;;;;;;;;;;;;;;D1;;;;;;;;;;;;;;;
Gonzalo Fernández;Gonzalo Fernández (P193 in AMSPO FSV);AMSPO-P193;Q16;AMSPO-P193;;;;;;;Gonzalo (given name);Fernández (family name);D99-Notario;;;;;D97-Notario público del rey en Oviedo|D96-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D96|D97|D99;;;;;;;;;;;;;;;
Álvaro Suárez;Álvaro Suárez (P691 in AMSPO FSV);AMSPO-P691;Q16;AMSPO-P691;;;;;;;Álvaro (given name);Suárez (family name);;D104P648|D111P648|D97P648;;D104P100|D111P100|D97P100;;;;;;;;;;;;;;;;;;;D111|D97|D104;;;;;;;;;;;;;;;
Pedro Juan;Pedro Juan (P346 in AMSPO FSV);AMSPO-P346;Q16;AMSPO-P346;;;;;;;Pedro (given name);Juan (family name);D63-Alfayate|D52-Alfayate|D22-Alfayete;;;;;;;;;;;;;;;;;;;;;;D52|D63|D22;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P488 in AMSPO FSV);AMSPO-P488;Q16;AMSPO-P488;;;;;;;Alfonso (given name);Pérez (family name);D52-Carnicero;;;;;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Miguel Fernández;Miguel Fernández (P229 in AMSPO FSV);AMSPO-P229;Q16;AMSPO-P229;;;;;;;Miguel (given name);Fernández (family name);D104-Clérigo del coro;;;;;;;;;;;;;;;;;;;;;;D104;;;;;;;;;;;;;;;
Gonzalo Martínez de Gijón;Gonzalo Martínez de Gijón (P383 in AMSPO FSV);AMSPO-P383;Q16;AMSPO-P383;;;;;;;Gonzalo (given name);Martínez de Gijón (family name);;;;;D11PB2;;;;;;;;;;;;;;;;;;D11;;;;;;;;;;;;;;;
Juan Pérez;Juan Pérez (P542 in AMSPO FSV);AMSPO-P542;Q16;AMSPO-P542;;;;;;;Juan (given name);Pérez (family name);D13-Hombre;;;;;;;;D13PB1;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Gutier González;Gutier González (P299 in AMSPO FSV);AMSPO-P299;Q16;AMSPO-P299;;;;;;;Gutier (given name);González (family name);;;;;;;;;;;;;;;;;;;;;;;D62;;;;;;;;;;;;;;;
Martín Fernández;Martín Fernández (D108PB1 in AMSPO FSV);AMSPO-D108PB1;Q16;AMSPO-D108PB1;;;;;;;Martín (given name);Fernández (family name);;D108P564;;D108P220;;;;;;;;;;;;;;;;;;;D108;;;;;;;;;;;;;;;
Aldonza Alfonso;Aldonza Alfonso (P3 in AMSPO FSV);AMSPO-P3;Q16;AMSPO-P3;;;;;;;Aldonza (given name);Alfonso (family name);;;;;D35P486;;D35P281;D35P30;;;;;;;;D35P625;D35P92;;;;;;D35;;;;;;;;;;;;;;;
García Pérez;García Pérez (P526 in AMSPO FSV);AMSPO-P526;Q16;AMSPO-P526;;;;;;;García (given name);Pérez (family name);D115-Escribano|D122-Escribano|D121-Escribano|D117-Escribano|D119-Escribano|D118-Escribano;;;;;;;;;;;;;;;;;;;;;;D122|D115|D121|D118|D119|D117;;;;;;;;;;;;;;;
Pedro Martínez de Laviana;Pedro Martínez de Laviana (P399 in AMSPO FSV);AMSPO-P399;Q16;AMSPO-P399;;;;;;;Pedro (given name);Martínez de Laviana (family name);;;;;;;;;;;;;;;;;;;;;;;D23;;;;;;;;;;;;;;;
María Rodríguez de Vascones;María Rodríguez de Vascones (P649 in AMSPO FSV);AMSPO-P649;Q16;AMSPO-P649;;;;;;;María (given name);Rodríguez de Vascones (family name);;;;;;;;;;;;;;;;;;;;;;;D115;;;;;;;;;;;;;;;
García Pérez de la Tabla;García Pérez de la Tabla (D9PB1 in AMSPO FSV);AMSPO-D9PB1;Q16;AMSPO-D9PB1;;;;;;;García (given name);Pérez de la Tabla (family name);;;;D9P287;;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Pedro Álvarez de Fuejo;Pedro Álvarez de Fuejo (P114 in AMSPO FSV);AMSPO-P114;Q16;AMSPO-P114;;;;;;;Pedro (given name);Álvarez de Fuejo (family name);D107-Monje del monasterio de San Vicente de Oviedo|D128-Monje del monasterio de San Vicente de Oviedo;;;;;;;;;D107-Oviedo;;;;;;;;;;;;;D128|D107;;;;;;;;;;;;;;;
Fernán Alfonso de Ondes;Fernán Alfonso de Ondes (P16 in AMSPO FSV);AMSPO-P16;Q16;AMSPO-P16;;;;;;;Fernán (given name);Alfonso de Ondes (family name);;;;D50P74;;;;;;;;;;;;;;;;;;;D50|D49;;;;;;;;;;;;;;;
Rodrigo García;Rodrigo García (P285 in AMSPO FSV);AMSPO-P285;Q16;AMSPO-P285;;;;;;;Rodrigo (given name);García (family name);;;;;;;;;;;;;;;;;;;;;;;D37|D36;;;;;;;;;;;;;;;
Aldonza Morina;Aldonza Morina (P423 in AMSPO FSV);AMSPO-P423;Q16;AMSPO-P423;;;;;;;Aldonza (given name);Morina (family name);;D99P518|D110P518|D117P518;;D117P583|D110P583|D99P583|D66P248;;;;;;;;;;;;;;;;;;;D101|D99|D66|D117|D110;;;;;;;;;;;;;;;
Gonzalo Fernández;Gonzalo Fernández (P190 in AMSPO FSV);AMSPO-P190;Q16;AMSPO-P190;;;;;;;Gonzalo (given name);Fernández (family name);;;D17-LaRua;;;;;;;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
Pedro Peláez de Riosa;Pedro Peláez de Riosa (P458 in AMSPO FSV);AMSPO-P458;Q16;AMSPO-P458;;;;;;;Pedro (given name);Peláez de Riosa (family name);;;;;;;;;;;D58-Pedro Escantola;;;;;;;;;;;;D58;;;;;;;;;;;;;;;
Pedro Fernández;Pedro Fernández (P236 in AMSPO FSV);AMSPO-P236;Q16;AMSPO-P236;;;;;;;Pedro (given name);Fernández (family name);D47-Canónigo;;;D47P163;;;;;;;;;;;;;;;;;;;D47;;;;;;;;;;;;;;;
Alfonso Menéndez;Alfonso Menéndez (P414 in AMSPO FSV);AMSPO-P414;Q16;AMSPO-P414;;;;;;;Alfonso (given name);Menéndez (family name);;D127P110;;;D127P226;;;;;;;;;;;;;;;;;;D127;;;;;;;;;;;;;;;
